Image,Flow,FlowRGB,GtMask,Sequence,Dino
FBMS/FBMS_clean/JPEGImages/cats05/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00020.flo.png,FBMS/FBMS_clean/Annotations/cats05/00020.png,cats05,FBMS/FBMS_clean/DINO/dino_vits8//cats05/00020.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/cats05/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00040.flo.png,FBMS/FBMS_clean/Annotations/cats05/00040.png,cats05,FBMS/FBMS_clean/DINO/dino_vits8//cats05/00040.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/cats05/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00060.flo.png,FBMS/FBMS_clean/Annotations/cats05/00060.png,cats05,FBMS/FBMS_clean/DINO/dino_vits8//cats05/00060.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/cats05/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00080.flo.png,FBMS/FBMS_clean/Annotations/cats05/00080.png,cats05,FBMS/FBMS_clean/DINO/dino_vits8//cats05/00080.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/cats05/00087.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats05/00087.flo,,FBMS/FBMS_clean/Annotations/cats05/00087.png,cats05,FBMS/FBMS_clean/DINO/dino_vits8//cats05/00087.jpg_202x360.npy
FBMS/FBMS_clean/JPEGImages/cats07/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00001.flo.png,FBMS/FBMS_clean/Annotations/cats07/00001.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00001.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00020.flo.png,FBMS/FBMS_clean/Annotations/cats07/00020.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00020.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00040.flo.png,FBMS/FBMS_clean/Annotations/cats07/00040.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00040.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00060.flo.png,FBMS/FBMS_clean/Annotations/cats07/00060.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00060.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00080.flo.png,FBMS/FBMS_clean/Annotations/cats07/00080.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00080.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00100.flo.png,FBMS/FBMS_clean/Annotations/cats07/00100.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00100.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00120.flo.png,FBMS/FBMS_clean/Annotations/cats07/00120.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00120.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00140.flo.png,FBMS/FBMS_clean/Annotations/cats07/00140.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00140.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00160.flo.png,FBMS/FBMS_clean/Annotations/cats07/00160.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00160.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00180.flo.png,FBMS/FBMS_clean/Annotations/cats07/00180.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00180.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/cats07/00193.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/cats07/00193.flo,,FBMS/FBMS_clean/Annotations/cats07/00193.png,cats07,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00193.jpg_180x320.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00001.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00001.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00001.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00020.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00020.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00020.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00040.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00040.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00040.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00060.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00060.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00060.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00080.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00080.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00080.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00100.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00100.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00100.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00120.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00120.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00120.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00140.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00140.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00140.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00160.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00160.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00160.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00180.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00180.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00180.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00200.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00200.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00200.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00200.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00200.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00220.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00220.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00220.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00220.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00220.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00240.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00240.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00240.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00240.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00240.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00260.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00260.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00260.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00260.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00260.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00280.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00280.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00280.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00280.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00280.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00300.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00300.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00300.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00300.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00300.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00320.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00320.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00320.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00320.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00320.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00340.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00340.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00340.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00340.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00340.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00360.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00360.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00360.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00360.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00360.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00380.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00380.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00380.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00380.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00380.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/ducks01/00400.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/ducks01/00400.flo,,FBMS/FBMS_clean/Annotations/ducks01/00400.png,ducks01,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00400.jpg_270x480.npy
FBMS/FBMS_clean/JPEGImages/horses01/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00001.flo.png,FBMS/FBMS_clean/Annotations/horses01/00001.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00001.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00020.flo.png,FBMS/FBMS_clean/Annotations/horses01/00020.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00020.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00040.flo.png,FBMS/FBMS_clean/Annotations/horses01/00040.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00040.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00060.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00060.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00060.flo.png,FBMS/FBMS_clean/Annotations/horses01/00060.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00060.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00080.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00080.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00080.flo.png,FBMS/FBMS_clean/Annotations/horses01/00080.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00080.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00100.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00100.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00100.flo.png,FBMS/FBMS_clean/Annotations/horses01/00100.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00100.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00120.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00120.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00120.flo.png,FBMS/FBMS_clean/Annotations/horses01/00120.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00120.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00140.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00140.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00140.flo.png,FBMS/FBMS_clean/Annotations/horses01/00140.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00140.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00160.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00160.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00160.flo.png,FBMS/FBMS_clean/Annotations/horses01/00160.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00160.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00180.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00180.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00180.flo.png,FBMS/FBMS_clean/Annotations/horses01/00180.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00180.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00200.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00200.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00200.flo.png,FBMS/FBMS_clean/Annotations/horses01/00200.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00200.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00220.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00220.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00220.flo.png,FBMS/FBMS_clean/Annotations/horses01/00220.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00220.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00240.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00240.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00240.flo.png,FBMS/FBMS_clean/Annotations/horses01/00240.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00240.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00260.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00260.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00260.flo.png,FBMS/FBMS_clean/Annotations/horses01/00260.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00260.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00280.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00280.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00280.flo.png,FBMS/FBMS_clean/Annotations/horses01/00280.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00280.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00300.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00300.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00300.flo.png,FBMS/FBMS_clean/Annotations/horses01/00300.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00300.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00320.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00320.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00320.flo.png,FBMS/FBMS_clean/Annotations/horses01/00320.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00320.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00340.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00340.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00340.flo.png,FBMS/FBMS_clean/Annotations/horses01/00340.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00340.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00360.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00360.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00360.flo.png,FBMS/FBMS_clean/Annotations/horses01/00360.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00360.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00380.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00380.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00380.flo.png,FBMS/FBMS_clean/Annotations/horses01/00380.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00380.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00400.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00400.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00400.flo.png,FBMS/FBMS_clean/Annotations/horses01/00400.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00400.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00420.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00420.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00420.flo.png,FBMS/FBMS_clean/Annotations/horses01/00420.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00420.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00440.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00440.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00440.flo.png,FBMS/FBMS_clean/Annotations/horses01/00440.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00440.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00460.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00460.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00460.flo.png,FBMS/FBMS_clean/Annotations/horses01/00460.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00460.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00480.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00480.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00480.flo.png,FBMS/FBMS_clean/Annotations/horses01/00480.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00480.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses01/00500.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses01/00500.flo,,FBMS/FBMS_clean/Annotations/horses01/00500.png,horses01,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00500.jpg_200x320.npy
FBMS/FBMS_clean/JPEGImages/horses03/00001.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00001.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00001.flo.png,FBMS/FBMS_clean/Annotations/horses03/00001.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00001.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00020.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00020.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00020.flo.png,FBMS/FBMS_clean/Annotations/horses03/00020.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00020.jpg_169x300.npy
FBMS/FBMS_clean/JPEGImages/horses03/00040.jpg,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00040.flo,FBMS/FBMS_clean/OpticalFlow/OpticalFlowRaft/raft-sintel_gap1/horses03/00040.flo.png,FBMS/FBMS_clean/Annotations/horses03/00040.png,horses03,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00040.jpg_169x300.npy
